loan_id,disbursed_amount,asset_cost,ltv,branch_id,state_id,employment_type,disbursal_date,bureau_score,bureau_score_desc,pri_overdue_accts,sec_overdue_accts,total_overdue_accts,delinquent_accts_6m,bureau_inquiries,loan_default,dpd_bucket
519606,55259.0,72000.0,79.17,68,6,Self employed,19-09-18,465,K-High Risk,1,0,1,1,0,0,0 - Current
582738,37739.0,63800.0,61.6,165,5,Salaried,16-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
589842,55359.0,72728.0,77.69,18,4,Self employed,20-10-18,300,M-Very High Risk,2,0,2,1,0,1,61-90 DPD (proxy)
518187,72717.0,97400.0,76.9,20,5,Self employed,19-09-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
449280,32341.0,42250.0,78.58,5,9,Salaried,20-08-18,737,C-Very Low Risk,0,0,0,2,0,1,1-30 DPD (proxy)
499402,59370.0,71086.0,85.0,36,13,Salaried,11-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
578322,44803.0,65250.0,70.5,67,6,Salaried,15-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
570693,26029.0,81206.0,33.25,7,3,Self employed,12-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
423811,63713.0,100861.0,64.45,103,7,Self employed,06-08-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
483019,45849.0,55133.0,84.89,72,11,Self employed,31-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
530883,44349.0,67009.0,68.65,159,7,Self employed,23-09-18,14,Not Scored: Only a Guarantor,1,0,1,0,0,1,31-60 DPD (proxy)
456750,52603.0,66194.0,81.58,16,14,Salaried,22-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
447743,63969.0,97963.0,67.37,16,17,Salaried,18-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
554366,37339.0,63368.0,60.76,147,2,Salaried,30-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
538613,63647.0,72000.0,89.86,2,4,Salaried,26-09-18,703,E-Low Risk,0,0,0,0,0,0,0 - Current
546740,74004.0,115182.0,65.11,136,8,Self employed,28-09-18,17,Not Scored: Not Enough Info available on the customer,0,0,0,0,0,0,0 - Current
448894,54303.0,65257.0,84.28,160,1,Self employed,20-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
447366,38939.0,56360.0,70.97,202,18,Salaried,18-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
550241,56759.0,76309.0,75.35,48,5,Not Captured,29-09-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
474694,52303.0,60705.0,88.95,250,6,Salaried,29-08-18,16,Not Scored: No Activity seen on the customer (Inactive),0,0,0,0,0,0,0 - Current
540805,47253.0,63568.0,78.03,7,3,Self employed,27-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
562263,52256.0,70905.0,75.0,65,13,Self employed,08-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
504678,53078.0,61144.0,89.95,250,6,Salaried,14-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
478751,48577.0,73359.0,69.93,78,4,Not Captured,30-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
521489,50928.0,69388.0,79.26,74,4,Salaried,20-09-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
440193,76579.0,86901.0,89.76,19,4,Salaried,16-08-18,616,H-Medium Risk,0,0,0,1,0,0,0 - Current
582473,54113.0,68830.0,81.51,61,6,Salaried,16-10-18,468,K-High Risk,1,0,1,0,1,0,0 - Current
478867,44145.0,64245.0,71.6,152,3,Not Captured,30-08-18,825,A-Very Low Risk,0,0,0,0,0,0,0 - Current
576529,39074.0,63957.0,64.11,42,3,Self employed,13-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
453825,40394.0,53440.0,78.59,152,3,Salaried,21-08-18,630,H-Medium Risk,1,0,1,0,0,0,0 - Current
427815,14140.0,58800.0,25.51,85,4,Self employed,08-08-18,738,C-Very Low Risk,0,0,0,0,0,0,0 - Current
609029,60453.0,80647.0,78.12,103,7,Self employed,23-10-18,611,H-Medium Risk,0,0,0,0,0,1,1-30 DPD (proxy)
441257,60447.0,73151.0,84.76,165,5,Self employed,16-08-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
623297,61947.0,74331.0,84.76,20,5,Salaried,26-10-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
638260,74251.0,112000.0,68.75,8,3,Salaried,29-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
498262,51303.0,61626.0,86.0,3,15,Salaried,10-09-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
458391,48738.0,62526.0,83.17,159,7,Self employed,23-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
478350,44349.0,58417.0,78.74,207,6,Salaried,30-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
593257,50003.0,68452.0,74.94,67,6,Not Captured,21-10-18,825,A-Very Low Risk,0,0,0,0,0,0,0 - Current
507880,64213.0,72300.0,89.9,2,4,Self employed,15-09-18,648,G-Low Risk,0,0,0,0,0,0,0 - Current
498097,37359.0,65239.0,59.78,5,9,Salaried,10-09-18,726,D-Very Low Risk,0,0,0,0,0,0,0 - Current
486512,46462.0,59898.0,81.3,78,4,Self employed,31-08-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
633345,41810.0,56486.0,77.9,20,5,Salaried,28-10-18,300,M-Very High Risk,2,0,2,1,0,0,0 - Current
457866,58513.0,69500.0,86.33,135,4,Salaried,23-08-18,825,A-Very Low Risk,0,0,0,0,0,0,0 - Current
573289,59439.0,71442.0,85.0,136,8,Not Captured,12-10-18,599,I-Medium Risk,1,0,1,1,1,0,0 - Current
450911,47699.0,65460.0,74.85,147,2,Salaried,20-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
426164,46165.0,65600.0,74.7,9,3,Self employed,07-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
521564,60213.0,98950.0,62.66,29,3,Self employed,20-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
448238,41694.0,92100.0,46.69,76,8,Salaried,18-08-18,600,I-Medium Risk,0,0,0,0,0,0,0 - Current
530040,50103.0,56728.0,89.55,257,6,Self employed,23-09-18,795,B-Very Low Risk,0,0,0,0,1,0,0 - Current
530362,69169.0,87789.0,79.74,74,4,Salaried,23-09-18,0,No Bureau History Available,0,0,0,0,1,1,1-30 DPD (proxy)
651386,74579.0,109792.0,69.22,165,5,Salaried,31-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
565805,66669.0,85500.0,79.53,248,4,Self employed,09-10-18,738,C-Very Low Risk,0,0,0,0,0,1,1-30 DPD (proxy)
440837,57463.0,67099.0,89.42,34,6,Salaried,16-08-18,812,A-Very Low Risk,0,0,0,0,0,0,0 - Current
626424,76751.0,107470.0,72.58,251,13,Self employed,26-10-18,15,Not Scored: Sufficient History Not Available,0,0,0,0,0,1,1-30 DPD (proxy)
540182,49003.0,64050.0,79.63,147,2,Salaried,27-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
491372,70067.0,86118.0,83.61,13,8,Salaried,05-09-18,399,K-High Risk,1,0,1,0,0,0,0 - Current
533038,55513.0,71885.0,79.99,1,3,Self employed,24-09-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
442874,52803.0,65216.0,82.8,5,9,Self employed,16-08-18,622,H-Medium Risk,0,0,0,0,2,0,0 - Current
431441,43394.0,63998.0,69.53,34,6,Self employed,10-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
494653,41394.0,74846.0,56.12,136,8,Self employed,07-09-18,596,I-Medium Risk,0,0,0,0,0,0,0 - Current
578081,49683.0,70139.0,74.14,138,9,Self employed,15-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
653487,62013.0,71000.0,89.86,2,4,Self employed,31-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
473083,58013.0,66000.0,89.39,5,9,Self employed,29-08-18,681,E-Low Risk,0,0,0,0,1,1,1-30 DPD (proxy)
540959,74023.0,103800.0,72.16,152,3,Self employed,27-09-18,17,Not Scored: Not Enough Info available on the customer,0,0,0,0,0,0,0 - Current
498286,55599.0,75422.0,76.9,120,12,Self employed,10-09-18,738,C-Very Low Risk,0,0,0,0,0,0,0 - Current
538379,38439.0,64152.0,62.35,3,1,Self employed,26-09-18,825,A-Very Low Risk,0,2,2,0,0,0,0 - Current
551442,44745.0,66405.0,69.18,1,3,Not Captured,30-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
492454,46869.0,76509.0,64.04,104,10,Self employed,06-09-18,763,B-Very Low Risk,0,0,0,0,0,0,0 - Current
463817,43244.0,66195.0,67.98,5,9,Salaried,25-08-18,763,B-Very Low Risk,0,0,0,0,0,0,0 - Current
576740,29484.0,67496.0,45.93,2,4,Salaried,14-10-18,629,H-Medium Risk,1,0,1,1,0,0,0 - Current
617593,67281.0,94781.0,72.38,76,8,Salaried,25-10-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
495539,45349.0,70499.0,65.25,2,4,Self employed,07-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
451303,50078.0,62433.0,83.29,63,10,Self employed,20-08-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
647521,74451.0,101298.0,75.52,67,6,Salaried,31-10-18,0,No Bureau History Available,0,0,0,0,0,1,1-30 DPD (proxy)
615054,53730.0,70730.0,77.76,63,10,Salaried,24-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
509241,44645.0,63596.0,72.33,18,4,Self employed,15-09-18,300,M-Very High Risk,0,0,0,0,1,0,0 - Current
500423,50928.0,70983.0,77.48,74,4,Salaried,11-09-18,676,F-Low Risk,0,0,0,0,0,1,1-30 DPD (proxy)
582266,41340.0,56300.0,77.26,260,8,Salaried,16-10-18,740,C-Very Low Risk,0,0,0,0,0,1,1-30 DPD (proxy)
532008,63869.0,98945.0,65.9,36,13,Salaried,24-09-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
470531,28541.0,59553.0,50.71,65,13,Self employed,28-08-18,738,C-Very Low Risk,0,0,0,0,0,0,0 - Current
591833,50553.0,69233.0,75.11,202,18,Self employed,20-10-18,712,D-Very Low Risk,0,0,0,0,0,0,0 - Current
615768,59213.0,72596.0,84.03,61,6,Self employed,24-10-18,0,No Bureau History Available,0,0,0,0,0,0,0 - Current
